Year,Region,value,Variable_French,Case,Unit
2024,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2025,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2026,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2027,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2028,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2029,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2030,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2031,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2032,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2033,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2034,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2035,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2036,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2037,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2038,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2039,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2040,Nouvelle-écosse,0,Totale,Référence,Mille barils par jour
2005,Terre-Neuve-et-Labrador,304.866606,Léger classique,Référence,Mille barils par jour
2006,Terre-Neuve-et-Labrador,303.671544,Léger classique,Référence,Mille barils par jour
2007,Terre-Neuve-et-Labrador,368.456484,Léger classique,Référence,Mille barils par jour
2008,Terre-Neuve-et-Labrador,343.10859,Léger classique,Référence,Mille barils par jour
2009,Terre-Neuve-et-Labrador,267.63099,Léger classique,Référence,Mille barils par jour
2010,Terre-Neuve-et-Labrador,275.80773,Léger classique,Référence,Mille barils par jour
2011,Terre-Neuve-et-Labrador,265.052172,Léger classique,Référence,Mille barils par jour
2012,Terre-Neuve-et-Labrador,197.688414,Léger classique,Référence,Mille barils par jour
2013,Terre-Neuve-et-Labrador,231.904926,Léger classique,Référence,Mille barils par jour
2014,Terre-Neuve-et-Labrador,215.991732,Léger classique,Référence,Mille barils par jour
2015,Terre-Neuve-et-Labrador,172.0134504,Léger classique,Référence,Mille barils par jour
2016,Terre-Neuve-et-Labrador,209.6641932,Léger classique,Référence,Mille barils par jour
2017,Terre-Neuve-et-Labrador,218.633448,Léger classique,Référence,Mille barils par jour
2018,Terre-Neuve-et-Labrador,194.8346815,Léger classique,Référence,Mille barils par jour
2019,Terre-Neuve-et-Labrador,188.4955531,Léger classique,Référence,Mille barils par jour
2020,Terre-Neuve-et-Labrador,147.0164531,Léger classique,Référence,Mille barils par jour
2021,Terre-Neuve-et-Labrador,149.8168252,Léger classique,Référence,Mille barils par jour
2022,Terre-Neuve-et-Labrador,146.6353127,Léger classique,Référence,Mille barils par jour
2023,Terre-Neuve-et-Labrador,167.7421637,Léger classique,Référence,Mille barils par jour
2024,Terre-Neuve-et-Labrador,163.5912605,Léger classique,Référence,Mille barils par jour
2025,Terre-Neuve-et-Labrador,158.646145,Léger classique,Référence,Mille barils par jour
2026,Terre-Neuve-et-Labrador,145.3009969,Léger classique,Référence,Mille barils par jour
2027,Terre-Neuve-et-Labrador,134.070411,Léger classique,Référence,Mille barils par jour
2028,Terre-Neuve-et-Labrador,136.3729357,Léger classique,Référence,Mille barils par jour
2029,Terre-Neuve-et-Labrador,146.556057,Léger classique,Référence,Mille barils par jour
2030,Terre-Neuve-et-Labrador,151.4392004,Léger classique,Référence,Mille barils par jour
2031,Terre-Neuve-et-Labrador,145.5310349,Léger classique,Référence,Mille barils par jour
2032,Terre-Neuve-et-Labrador,132.3954218,Léger classique,Référence,Mille barils par jour
2033,Terre-Neuve-et-Labrador,130.9189596,Léger classique,Référence,Mille barils par jour
2034,Terre-Neuve-et-Labrador,134.2149721,Léger classique,Référence,Mille barils par jour
2035,Terre-Neuve-et-Labrador,137.9497314,Léger classique,Référence,Mille barils par jour
2036,Terre-Neuve-et-Labrador,133.9590839,Léger classique,Référence,Mille barils par jour
2037,Terre-Neuve-et-Labrador,122.6325529,Léger classique,Référence,Mille barils par jour
2038,Terre-Neuve-et-Labrador,109.2324192,Léger classique,Référence,Mille barils par jour
2039,Terre-Neuve-et-Labrador,96.304933,Léger classique,Référence,Mille barils par jour
2040,Terre-Neuve-et-Labrador,82.72163093,Léger classique,Référence,Mille barils par jour
2005,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2006,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2007,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2008,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2009,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2010,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2011,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2012,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2013,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2014,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2015,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2016,Terre-Neuve-et-Labrador,0,Lourd classique,Référence,Mille barils par jour
2017,Terre-Neuve-et-Labrador,2.1133728,Lourd classique,Référence,Mille barils par jour
2018,Terre-Neuve-et-Labrador,48.89506849,Lourd classique,Référence,Mille barils par jour
2019,Terre-Neuve-et-Labrador,78.642,Lourd classique,Référence,Mille barils par jour
2020,Terre-Neuve-et-Labrador,120.054,Lourd classique,Référence,Mille barils par jour
